VinGroup	vin_g_rúp
Ethnicans	ét_ni_can_x
Godiva	gô_đi_va
Pacific Coffee	pa_xi_phích cóp_phi
Amway	am_uây
Café De Coral	cà_phê đê cô_ran
Café	cà_phê
GS 25	gi_ét_x t_oen_ti_phai
Mild Seven	min xe_vừn
Maxis	mắc_xít_x
Kawasaki	ka_oa_xa_ki
Bru	b_ru
Fab	pha_b
Lakme	lác_mê
Optus	óp_tút_x
HDFC Bank	hát_đê_ép_xê banh 
Westinghouse	oét_x_tinh_hao_x
Haitai	hai_tai
Oishi	oi_si
Bangkok Bank	băng_cốc banh
Nok Air	noóc e
Attack	a_tách
Samyang	xam_y_ang
Clarks	cờ_lác_x
Vita	vi_ta
Pokka	póc_ca
Cheers	chia_x
Petronas	pê_trô_nát_x
Apollo	a_pô_lô
Jusco	giút_x_cô
Namyang	nam_y_ang
Kopitiam	cô_pi_ti_am
Daum	đa_um
Ping An Insurance	pinh an in_xu_rừn_x
Kuang-Chuan	quang-chuân
Tatung	ta_tung
Midea	mi_đi_a
Magnolia	mác_nô_li_a
Swatch	x_oắt
Maeil	ma_e
Revlon	re_v_lon
Nongfu Shan Quan	nông_phu san quan
Great Eastern	g_rết ít_x_từn
Hang Seng Bank	hang xeng banh
Wai Wai	oai oai
Maybelline	mây_ben_lai
StarHub	x_ta hắp
Outback	ao_bách
Madras Rubber Factory	ma_đ_rát_x rắp_bơ phách_to_ri
Glico	g_li_cô
Mr. Brown	mít_x_tơ b_rao
Dairy Farm	đai_ri pham
Fuji	phu_gi
Vidal Sassoon	vi_đan xát_x_xun
Hugo Boss	hu_gô bót_x
Chivas	chi_vát_x
Bisleri	bít_x_lê_ri
AXA	a_xa
Taj	tai
United Overseas Bank	iu_nai_tựt âu_vờ_xi_x banh
Hite	hai
Dynamo	đi_na_mô
Biotherm	bi_ô_them
Malee	ma_li
China Unicom	chai_nờ u_ni_com
Cosmed	cót_x_mét
M&M’s	mờ_và_mờ
Manning’s	man_ninh_x
Prada	p_ra_đờ
Sheraton	sê_ra_tông
CIMB Bank	xê_i_mờ_bê banh
China Southern Airlines	chai_nờ xao_thừn e_lai_x
UCC	u_xê_xê
Airwaves	e_uếp_x
Kumho	cum_hô
Sponsor	x_pon_xờ
GS Caltex	gi_ét_x cao_tếch_x
Eva Air	ê_va e
Kissan	kít_xan
Bose	bâu_x
Kelvinator	ken_vin_na_tờ
OCBC	o_xê_bê_xê
Teco	tê_cô
Air China	e chai_nờ
Fubon	phu_bon
Softbank	xóp_banh
Hey Song	hây xoong
Del Monte	đen mon_te
Maxwell House	mắc_eo hao_x
Cheil Jedang (CJ)	chây giê_đang (xê_gi)
Barista Lavazza (India)	ba_rít_x_ta la_va_da (in_đi_a)
Sagawa	xa_ga_oa
Tao Ti	tao ti
Shokubutsu	sô_cư_bút_xư
Pepsodent	pép_xô_đen
Cold Storage	câu x_to_rết
Mr. Juicy	mít_x_tơ giui_xi
Aquarius	a_qua_ri_ớt_x
Nippon Oil Corporation	níp_pon oi co_pô_rây_sừn
Orion	o_ri_on
Tipco	típ_cô
Reliance (RIL)	ri_lai_ừn (a_ai_eo)
Bioré	bi_ô_rê
Orkut	o_cút
Aekyung 2080	e_ki_y_ăng hai_không_tám_không
Aeon	a_e_on
Bally	ban_li
Gloria Jeans	g_lo_ri_a gin_x
Gree	g_ri
Kwality	ca_oa_li_ti
Celcom	xen_com
Mother Dairy	ma_dờ đai_ri
China Eastern Airlines	chai_nờ ít_x_từn e_lai_x
Cass	cát_x
SF Express	ét_x_ép ếch_p_rét_x
Kanebo	ca_nê_bô
Chow Sang Sang	châu sang sang
Foremost	pho_mốt_x
Spritzer	x_p_rít_dơ
Doutor	đâu_tơ
Formosa Petrochemical	phoóc_mô_xa pê_tro_kem_mi_cồ
Hush Puppies	hớt_s pắp_pi_x
Boss	bót_x
VIPS	vê_i_pê_ét
Bajaj	ba_giai
Schweppes	sơ_oép_pơ
M1	mờ_một
Carrier	ca_ri_ơ
Halls	hôn_x
Boh	bô
MUFG	mờ_u_ép_gờ
MK suki	mờ_ca xu_ki
Sugus	xu_gút_x
Ghana	ga_na
AU	au
Macleans	ma_cờ_lin
Crest	cờ_rét_x
Close up	cờ_lâu_x ắp
Whiskas	uýt_x_cát_x
Maruti	ma_ru_ti
POSB	pê_o_ét_x_bê
ANZ	a_nờ_dét
Abbott	áp_bót
Van Houten	van hô_ten
T-cat	ti-cát
Motorola	mô_tô_rô_la
Indian Oil Corporation	in_đi_ừn oi co_pô_rây_sừn
Crocodile	cờ_roóc_cô_đai
Real	ri_ờ
Xiaonei/Renren	xi_ao_ni/ren_ren
Dentyne	đen_tin
Four Seasons	pho xi_dừn_x
Peters	pi_tơ_x
TNT	tê_nờ_tê
Berri	be_ri
Ben & Jerry’s	ben và gie_ri_x
Commonwealth	com_mon_eo
Tata	ta_ta
Doll	đôn
Mobil	mô_bin
Taiwan Mobile	tai_oan mô_bai
Amore Pacific	a_mo pa_xi_phích
Jet Airways	giét e_uây_x
SYM	xim
Kikkoman	kích_cô_man
Kowloon Dairy	câu_lun đai_ri
Zipel	díp_pen
Oral B	o_ran bi
Compaq	com_pắc
Dreyer’s	đờ_rây_ơ_x
Firefly	phai_ờ_ph_lai
Kymco	kim_cô
Guess	gét_x
Golden Mountain	gâu_đừn mao_từn
IGA	i_gờ_a
Cathay Life	ca_thay lai_ph
MAC	mác
Perrier	pe_ri_e
Korea Express	cô_re_a ếch_x_p_rét_x
Calbee	can_bi
Cyworld	xai_uốt
Wyeth	uy_ét
Clinic	cờ_lin_ních
Hanjin	han_gin
Jeju Air	giê_giu e
Air India	e in_đi_a
Korea Post	cô_re_a pốt_x
HL	hát_lờ
Hui Yuan	hui y_u_an
Digi	di_gi
Shinramyun	sin_ra_mi_un
85°C	tám mươi lăm độ xê
Lin Fong Ying (LFY)	lin phong inh (eo_ep_oai)
Salvatore Ferragamo	xa_va_to phê_ra_ga_mô
Donna Karan (DKNY)	đon_na ca_ran (đê_ca_nờ_i)
Godrej	go_đ_rây
Pauls	pau_x
Hero Honda	hê_rô hon_đa
Myojo	mi_ô_giô
Westpac	oét_pác
Nissay	nít_xây
Top Ramen	tốp ra_men
Hungry Jack’s	hăng_ri giách
Neutrogena	nêu_trô_gie_na
Fairwood	phe_út
Chupa Chups	chúp_pa chúp
Peninsula	pe_nin_xu_la
Matsumoto Kiyoshi	mát_xu_mô_tô ki_y_ô_si
Li Ning	li ninh
Twisties	tuýt_ti_x
Bear Brand	be b_ren_t
My space	mai x_pây_x
Snow Brand	x_nâu b_ren
Kagome	ca_gô_mê
Tissot	tít_xót
JCB	gi_xê_bê
Kimlan	kim_lan
Iriver	i_ri_vơ
Bull-Dog	bun-đoóc
Longines	loong_gi_nét_x
Amoy	a_moi
Krung Thai	cờ_rung thái
Mixi	mi_xi
Zhonghua (Cigarette)	dông_hua (xi_ga_rét)
Meiji (Milk Powder)	mê_gi (miu pao_đờ)
Volvic	vôn_vích
China Life	chai_nờ lai_ph
TRUE	tru
Videocon	vi_deo_con
Gusto	gút_x_tô
Xu Fu Ji	xiu phu di
CSL	xê_ét_lờ
IndoMie	in_đô_mi
Safeguard	xếp_ph_gát
Holden	hâu_đừn
Chilsung Cider	chiu_xung xi_đờ
Shilla	si_la
Regal	re_gan
Allen’s	a_len_x
FETnet	phét_nét
S26	ét_x_hai_mươi_sáu
Fruit Tree	ph_rút tri
Paos	pao_x
York	i_oóc
China Pacific Insurance	chai_nờ p_xi_phích in_xu_rừn_x
Hai Tian	hai ti_en
DHC	đê_hát_xê
Crystal Jade	cờ_rít_x_tồ dết
Blue Dart	b_lu đác
Nan Shan	nan san
Drypers	đ_rai_p_x
ASO	a_ét_x_ô
White Rabbit	oai ra_bít
Sumitomo Misui (SMBC)	xu_mi_to_mo mi_xui (ét_mờ_bê_xê)
Marriott	ma_ri_ốt
SpiceJet Airlines	x_pai_x_giét e_lai_x
Pentax	pen_tắc
Pon Pon	pon pon
Public Bank	pắp_b_lích beng
ICICI Prudential	ai_xi_xi p_ru_đen_sồ
Yves Saint Laurent (YSL)	i_vờ xanh lô_răng_t (i_ét_lờ)
Masterfood	mát_x_tơ phút
PosLaju	pót_x_la_giu
Habib Jewels	ha_bíp gie_eo_x
PCCW	pê_xê_xê_đáp_liu
Yum Yum	y_um y_um
7-Up	bảy-ắp
Spencer	x_pen_xơ
China-SSS	chai_nờ-ét_x_ét_x_ét_x
Poh Kong	pô công
Dragonair	đ_ra_gừn_e
Little Swan	lít_tồ x_oan
Dairy Farmers	đai_ri pham_mơ_x
Maidong	mai_đông
Thai Post	thái pốt_x
Cerelac	xe_re_lác
Top	tóp
H-TWO-O	ết-tu-âu
Patek Philippe	pa_tếch phi_líp_pê
Rolls Royce	rôn roi_x
NAB	nờ_a_bê
Thai Life Insurance	thai lai_ph in_xu_rừn_x
Chiclet	chích_cờ_lét
Kaixin001	cai_xin_không_không_một
Perioe	pe_ri_âu
Alfred Dunhill	an_ph_rét đun_hiu
TGI Friday’s	ti_gi_ai ph_rai_đây_x
Wahaha	oa_ha_ha
Ceat	xi_i_ây_ti
Tanishq	ta_nít_s_cờ
Hennessy	hen_nét_xi
Homeplus	hôm_p_lớt_x
Bright Dairy	b_rai đai_ri
China Telecom	chai_nờ tê_lê_côm
Angelinus	an_giê_li_nớt_x
Creative	cờ_ri_ây_típ
Holiday Inn	ho_li_đây in
AAMI	a_a_mờ_i
Post	pốt_x
La New	la niu
Yeo Hiap Seng (YEO)	i_eo hi_áp xeng (oai_i_âu)
Bangchak	bang_chắc
Esquire	ét_x_quai_ờ
Moutai	mâu_tai
IndiGo	in_đi_gô
Bank of Ayudhya	banh ợp a_iu_đia_a
Kit Kat	kít cát
Bank of Taiwan	banh ợp tai_oan
S-oil	ét_x-oi
BPCL	bê_pê_xê_lờ
Cintan	xin_tan
Streets	x_tờ_rét_x
Aura	au_ra
Ito-en	i_tô-en
Blue Girl	b_lu gơn
Kose	cô_xê
Y.E.S Mineral Water	y_ét min_nê_rồ oa_tờ
Ritz-Carlton	rít_x-ca_từn
Haldiram	han_đi_ram
General Electric (GE)	gie_nơ_rồ ê_lếch_trích (gờ_e)
Beat	bít
Tops	tóp_x
Woori Bank	u_ri banh
Big Babool	bích ba_bôn
Timberland	tim_bơ_len
Nespray	nét_x_p_rây
Sulwhasoo	xun_oa_xu
Wangsteak	oang_x_tếch
Koka	cô_ca
Mamee	ma_mi
Matsusei	mát_xu_xê
Idemitsu	i_đê_mít_xu
Woodland	út_len
San Miguel	xan mi_gu_en
Elizabeth Arden	ê_li_da_bét a_đen
Clarins	cờ_la_rin_x
Black Canyon	b_lách ké_ni_en
Sunstar	xăn_x_ta
EMS	i_em_ét_x
Fair and Lovely	phai en la_v_li
E-Mart	e-mát
UBC Coffee	iu_bi_xi cóp_phi
Oksusu Tea	ốc_xu_xu ti
Mizuno	mi_du_nô
Lucozade	lu_cô_da_đê
Wuliangye	u_li_ang_gi
Golden Circle	gâu_đừn xơ_cồ
Levi’s	lê_vi
AXE (Detergent)	ách_x (đi_tớ_giừn)
Hacks	hách
Davidoff	đa_vít_ọp
Krong Thip	cờ_rông thíp
XIAO-MEI	xi_ao-mây
Merries	me_ri_x
Cha Li Won	cha li oan
E.SUN	e_xăn
QQ	qui_qui
Bonaqua	bo_na_qua
Clairol Herbal Essences	cờ_le_rôn hơ_bồ ét_xen_xít_x
Domino’s	đô_mi_nô
Toblerone	to_bồ_rôn
Wills	uyn
Bosch	bót_s
Takaful	ta_ca_phun
SPC	ét_pê_xê
Jack’n Jill	dách_ken giu
Onida	ô_ni_đa
Salem	xa_lem
Dairy Milk	đai_ri miu
Timex	ti_mếch_x
Aoyama	a_ô_y_a_ma
Ba Wang	ba oang
Dutchmilk	đắt_chờ_miu
Anna Sui	an_na xui
Mizuho	mi_du_hô
Max Factor	ma_x phách_tờ
NPC	nờ_pê_xê
Continental	con_ti_nen_tồ
Fila	phi_la
Pura	pu_ra
Japan Post (JP)	gia_pan pốt_x (gi_pê)
Swarovski	x_oa_rốp_x_ki
Shen Tong	sen tong
Axis Bank	a_xít_x banh
Khao Shong	khao sông
Absolut	áp_xô_lút
Topman/Topshop	tóp_men/tóp_sóp
Pears	pia_x
Wantwant	oan_t_oan_t
Dongsuh	đông_xù
Zhonghua	dông_hua
Lexmark	lếch_mắc
Peel Fresh	piu ph_rét_s
Arrow	a_râu
Luk Fook	lúc phúc
Boomer	bom_mơ
Ballantine’s	ba_lan_tin
TCL	tê_xê_lờ
Muang Thai Insurance	mu_ang thái in_xu_rừn_x
Bonia	bô_ni_a
Life	lai_ph
Ice Mountain	ai_x mao_từn
Zanussi	da_nút_xi
Belle	beo_le
Fernleaf	phơn_líp
Wei Lih	uây li
DTDC	đê_tê_đê_xê
17 Tea	mười_bảy ti
Grand Hyatt	g_ran hi_át
Miwon	mi_uân
Elastine	ê_lát_x_tin
Chang Beer	chang bia
Leo	lê_ô
Giordano	gio_đan_nô
Kent	ken_t
Kenwood	ken_út
Mango (MNG)	mang_gô (mờ_nờ_giê)
Yanjing	y_en_dinh
Dolce & Gabbana	đôn_chề en gáp_ba_na
Royal Host	roi_ồ hốt_x_t
Superbubble	xúp_pơ_bắp_bồ
Liby	li_bi
Maruchan	ma_ru_chan
Nestum	nét_x_tum
Oriental	o_ri_en_tồ
Martell	ma_r_theo
Elcanto	eo_can_tô
Pxmart	pi_ích_x_mát_t
Kinley	kin_li
Cow Soap	cao xôp
Protex	p_rô_tếch_x
Ryoe	ri_âu
Taishin International Bank	tai_sin in_tơ_na_sừn_nồ banh
Lee Hwa	li hoa
RT Mart	rờ_tê mát_t
Bulla	bu_la
Renault Samsung Motors	rê_nau xam_xung mô_tơ
Parle	pa_r_le
Morewater	mo_oa_tờ
Minere	min_e
Inter-Continental	in_tơ-con_ti_nen_tồ
Shanghaojia	sang_hao_gi_a
Chungjungwon	chung_dung_uân
Boots	bút_x
Versace	vơ_xạc
Yuan Tong Express	y_u_an tông ếch_x_p_rét_x
Dusit	đu_xít
Camel	ca_meo
Taywin	tay_uyn
Danggimeori	đang_gi_meo_ri
TVS	tê_vê_ét_x
Hubba Bubba	húp_ba búp_ba
Super Coffee Mix	xúp_pơ cóp_phi mích_x
77	bảy_bảy
I-MEI	i-mây
Rado	ra_đo
Bubble Yum	bắp_bồ y_ăm
Pirelli	pi_re_li
King’s Creameries	king_x cờ_rim_mơ_ri_x
Asics	a_xích
Hyundai Logiem	huyn_đai lô_gi_em
Indian Airlines	in_đi_an e_lai_x
Guinness	ghi_nét_x
Sanitarium	xa_ni_ta_ri_um
Tung Lok	tung lốc
Rin	rin
Priceline	p_rai_x_lai
Unity Pharmacy	u_ni_ti phạc_ma_xi
Café Bene	cà_phê be_ne
Norton	no_tơn
Victor	vích_to
SE 555	ét_x_e năm_năm_năm
Ochaen	ô_cha_en
Friendster	ph_ren_x_tơ
Sizzler	xít_dờ_lơ
Megumilk	mê_gu_miu
Salz	xan
Diners Club	đin_nơ_x cờ_lắp
Wanjashan	oan_gia_san
ITC	i_tê_xê
Pasteur	pát_x_tơ
Fountain	phao_từn
RAC	rác
Linux	li_núc_x
Friskies	ph_rít_x_ki_x
Cosmo Oil	cót_x_mô oi
Cold Stone	câu x_tôn
Fujiya	phu_gi_y_a
Trident	trai_đừn
BC Card	bi_xi cạc
Sumitomo Life	xu_mi_tâu_mờ lai_ph
Benson & Hedges	ben_xừn en hét_giợt_x
Smith’s	x_mít_x
Oberoi	ô_bê_roi
Hi5	hai_năm
KLIM	ca_lim
Amcal	am_can
Konka	con_ca
Soda	xô_đa
IFB	i_ép_bê
Poh Heng	pô heng
Barista (Taiwan)	ba_rít_x_ta (tai_oan)
General	gie_nơ_rồ
Kimball	kim_bôn 
Mandarin Oriental	man_đa_rin o_ri_en_tồ
Aflac	a_ph_lác
Simpson	xim_xơn
Winfield	uyn_phiu
Pierre Cardin	pi_ê ca_đin
Taj Mahal (Tea)	tát ma_han (ti)
Trappist	tráp_pít_x
Gold Flake	gôn ph_lếch
ito Yokado	i_tô y_ô_ca_đô
Novotel	nô_vô_teo
China Mobile (HK)	chai_na mô_bai (ết_cây)
KoKo Krunch (Nestlé)	cô_cô cờ_răn_tr (nét_x_t_lê)
NRMA	nờ_rờ_mờ_a
Fantastic	phan_ta_x_tích
Hainan Airlines	hai_nan e_lai_x
Healthy Boy	heo_thi boi
Aavin	a_a_vê_i_nờ
Coffee Club	cóp_phi cờ_lắp
Aoki	a_ô_ki
Jimmy Choo	gim_mi chu
Long Life	loong lai
Natural Confectionery Co.	nây_trờ con_phếch_sừn_ne_ri câu
S&P	ét_x_và_pê
Haywards	hây_uốt_x
Voltas	vôn_ta
Sheng Shiong	seng si_ông
Trigem	tri_ghem
Blue Moon	b_lu mun
Aldi	an_đi
Cathay United Bank	ca_thay u_nai_tựt banh
Arnott’s	a_nót_x
Prouds	p_rao_x
Uncle Toby	ăng_cồ tô_bi
Capico	ca_pi_cô
Imperial Hotel	im_pê_ri_ồ hô_teo
Scholl	s_trô
Pro Sweat	p_rô x_oét
Mitsuya Cider	mít_xu_y_a xai_đơ
Zhenkungfu	den_cung_phu
Raymonds	rây_mon
Mr Muscle	mít_x_tơ mớt_xồ
BenQ	ben_qui
Denon	đê_non
Mister Potato	mít_x_tơ pô_tây_tô
Saravana Bhavan	xa_ra_va_na b_ha_van
New Balance	niu ba_lừn_x
Ali Café	a_li cà_phê
Jin Air	gin e
Aekyung	a_e_ki_y_ăng
Esprit	e_x_p_rít
Choice	choi_x
Chemist Warehouse	kem_mít_x oe_hao_x
KTC	ca_tê_xê
Charles & Keith	cha_li_x và kít
Jukyum	giu_ki_um
Crown	cờ_rao
Nine West	nai oét_x
Happy Bath	hép_pi bát
Sisley	xít_x_li
Sanyuan	xa_niu_oan
Grand Formosa Regent	g_ran phoọc_mô_xa re_giừn
Hyosung	hi_y_ô_xung
Rivers	ri_vờ_x
Kolon	cô_lôn
Clorets	cờ_lo_rét_x
Twinings	t_uyn_ninh_x
OB	o_bê
GUM	găm
Nate	nết
Sina	xi_na
Daiichi Life	đai_i_chi lai_ph
566	năm_sáu_sáu
Aigo	ai_gô
UHA Mikakuto	u_hát_a mi_ca_cu_tô
Ajinomoto	a_gi_nô_mô_tô
Tully’s	tu_li
Chi Mei	chi_mê
Tooheys	tu_hây_x
Daelim	đê_lim
Imperial	im_pê_ri_ồ
Hera	hê_ra
Toll	tôn
Himalaya	hi_ma_lay_a
Fancl	phen_cồ
Proton	p_rô_tông
Safi	xa_phi
Wei-Wei	uây-uây
Jack Daniel	dách đan_ni_en
Terry White	te_ri oai
Gerber	gơ_bơ
Swipe	x_uây_p
Bingrae	bing_rê
Mie Sedap	mi xê_đáp
Victoria Bitter (VB)	vích_to_ri_a bít_tờ (vi_bi)
Koikeya	coi_kê_y_a
Wakodo	oa_cô_đô
Michael Hill	mi_cha_en hin
Florsheim	ph_lo_sê_im
Mövenpick	mô_ven_pích
Da Da	đa đa
Fresh Delight	ph_rét_s đi_lai
Dentiste	đen_tít_x_te
Duroyal	đu_roi_y_ồ
Center Fresh	xen_tờ ph_rét_s
M-Sport	mờ-x_pót
Dabur	đa_bu
SPD Bank	ét_x_pê_đê banh
City Super	xi_ti xu_pơ
PAL	pan
Morning Fresh	mo_ninh ph_rét_s
Soo Kee (SKJ)	xu ki (ét_cây_gi)
Suncorp	xăn_cóp
Ottogi	ốt_tô_gi
Carlton	can_tơn
Fuji (Restaurant chain)	phu_gi (rét_tau_ran chên)
Revive isotonic	ri_vai i_xô_tô_ních
Frooti	ph_ru_ti
Heaven & Earth	he_vừn en ớt
CBA	xê_bê_a
Fair And Handsome	phe en hen_xăm
Saizeriya	xai_dê_ri_y_a
Guangdong Development	goang_đông đe_ve_lóp_mừn_t
Ricoh	ri_co
Miele	mi_le
Heart Beat	hót bít
Mei Ri C	mây ri xê
Cesar	xi_dờ
Royal	roi_y_ồ
Asience	a_xi_en_x
Otafuku	ô_ta_phu_cu
Wu Yang	u y_ang
Tommy Hilfiger	tôm_mi hiu_phi_gờ
Café Amazon	cà_phê a_ma_dôn
Kerasys	kê_ra_xít_x
Pigeon	pi_gie_on
Thums Up	thăm_x ắp
Hogs Breath	hoóc_x b_rét
Kinmen Kao Liang	kin_men cao li_ang
Bank of Communications	banh ợp com_miu_ni_cây_sừn
Ginvera	gin_vê_ra
Shin Kong Life Insurance	sin công lai in_xu_rừn_x
Nippon Express	níp_pông ếch_p_rét_x
Centara	xen_ta_ra
IT	ai_ti
Australia post	ốt_x_t_rây_li_a pốt_x
Gogo no Kocha	gô_gô no cô_cha
Mister Donut	mít_x_tơ đô_nớt
99 Speedmart	nai_ti_nai x_pít_mác
Fosters	phót_x_tơ_x
The Professional Couriers	dờ p_rô_phét_sừn_nồ ca_ri_ờ_x
XXXX	ích_ích_ích_ích
Hana	ha_na
Park Avenue	pác a_ve_nu
Sansui	xan_xui
Magnum	mác_num
Taster’s Choice	tát_x_tờ_x choi_x
Fossil	phót_xin
Arun	a_run
Aviva	a_vi_va
Double Happiness	đắp_bồ háp_pi_nít_x
Bacardi	ba_ca_đi
Leconte	lê_con_tê
Devondale	đe_von_đêu
More	mo
Harvey Fresh	ha_vi ph_rét_s
Gatsby	gát_x_bi
Afghanistan	áp_ga_nít_tăng
Albania	an_ba_ni
Algeria	an_giê_ri
Andorra	an_đô_ra
Angola	ăng_gô_la
Antigua and Barbuda	ăng_ti_gua và bác_bu_đa
Argentina	ác_hen_ti_na
Armenia	ác_mê_ni_a
Australia	ốt_x_trây_li_a
Austria	ốt_x_tri_a
Azerbaijan	a_déc_bai_dan
Bahamas	ba_ha_mát
Bahrain	ba_ranh
Bangladesh	băng_la_đét_x
Barbados	bác_ba_đốt
Belarus	bê_la_rút
Belgium	ben_gi_um
Belize	bờ_li_x
Benin	bê_nanh
Bhutan	bu_tan
Bolivia	bô_li_vi_a
Bosnia and Herzegovina	bô_x_ni_a và héc_xê_gô_vin_na
Botswana	bót_x_oa_na
Brazil	b_ra_din
Brunei	b_ru_nây
Bulgaria	bun_ga_ri
Burkina Faso	buốc_ki_na pha_xô
Burundi	bu_run_đi
Côte d'Ivoire	cốt đi_voa
Cabo Verde	ca_bô ve
Cambodia	căm_bô_đia_a
Cameroon	ca_mơ_run
Canada	ca_na_đa
Central African Republic	xen_trồ a_ph_ri_cần ri_pắp_lích
Chad	Sát
Chile	chi_lê
China	chai_nờ
Colombia	cô_lôm_bi_a
Comoros	cô_mô_rốt_x
Congo (Congo-Brazzaville)	công_gô (công_gô-b_ra_da_vin)
Costa Rica	cốt_x_ta ri_ca
Croatia	cờ_rô_a_ti_a
Cuba	cu_ba
Cyprus	síp
Czechia	séc
Democratic Republic of the Congo	đê_mô_cờ_ra_tích ri_pắp_lích ợp dờ công_gô
Denmark	đan_mạch
Djibouti	gi_bu_ti
Dominica	đô_mi_ni_ca
Dominican Republic	đô_mi_ni_cần ri_pắp_lích
Ecuador	ê_cu_a_đo
Egypt	ê_gíp
El Salvador	en xan_va_đo
Equatorial Guinea	ê_cua_tô_ri_an ghi_nê
Eritrea	ê_ri_tơ_rê_a
Estonia	e_x_tô_ni_a
Ethiopia	ê_ti_ô_pi_a
Fiji	phi_gi
Finland	phin_lần
France	ph_răng_x
Gabon	ga_bông
Gambia	giăm_bi_a
Georgia	gioóc_gi_a
Germany	giơ_ma_ni
Greece	g_ri_x
Grenada	g_rê_na_đa
Guatemala	gua_tê_ma_la
Guinea	ghi_nê
Guinea-Bissau	ghi_nê-bít_xao
Guyana	gui_a_na
Haiti	ha_i_ti
Holy See	hô_li xi
Honduras	hôn_đu_rát
Hungary	hung_ga_ri
Iceland	ai_xơ_len
India	in_đi_a
Indonesia	in_đô_nê_xi_a
Iran	i_ran
Iraq	i_rắc
Ireland	ai_len
Israel	i_x_ra_en
Italy	i_ta_li
Jamaica	gia_mai_ca
Japan	gia_pan
Jordan	gioóc_đan
Kazakhstan	ca_dắc_x_tan
Kenya	kê_ni_a
Kiribati	ki_ri_ba_ti
Kuwait	cô_oét
Kyrgyzstan	Cư_rơ_gư_dơ_x_tan
Laos	lào
Latvia	lát_vi_a
Lebanon	lê_băng_non
Lesotho	lê_xô_thô
Liberia	li_bê_ri_a
Libya	li_bi
Liechtenstein	lích_ten_x_tên
Lithuania	li_thu_a_ni_a
Luxembourg	lúc_xăm_bua
Madagascar	ma_đa_gát_x_ca
Malawi	ma_la_uy
Malaysia	ma_lai_xi_a
Maldives	man_đi_vơ
Mali	ma_li
Malta	man_ta
Marshall Islands	mác_xan ai_lần
Mauritania	mô_ri_ta_ni_a
Mauritius	mô_ri_xớt
Mexico	mê_hi_cô
Micronesia	mi_cờ_rô_nê_xi_a
Moldova	môn_đô_va
Monaco	mô_na_cô
Mongolia	mông_gô_li_a
Montenegro	mông_tê_nê_g_rô
Morocco	ma_rốc
Mozambique	mô_dăm_bích
Myanmar (formerly Burma)	mi_an_ma (phom_mơ_li bu_ma)
Namibia	nam_mi_bi_a
Nauru	na_u_ru
Nepal	nê_pan
Netherlands	ne_thơ_len_x
New Zealand	niu di_lân
Nicaragua	ni_ca_ra_gua
Niger	ni_giê
Nigeria	ni_giê_ri_a
North Korea	nót cô_rê_a
North Macedonia	nót ma_xê_đô_ni_a
Norway	no_uây
Oman	ô_man
Pakistan	pa_kít_x_tan
Palau	pa_lau
Palestine State	pa_le_x_tin x_tết_t
Panama	pa_na_ma
Papua New Guinea	pa_pua niu ghi_nê
Paraguay	pa_ra_goay
Peru	pê_ru
Philippines	phi_líp_pin
Poland	pâu_lừn
Portugal	poóc_tu_gan
Qatar	ca_ta
Romania	ru_ma_ni
Russia	rút_xi_a
Rwanda	ru_an_đa
Saint Kitts and Nevis	xanh kít_x en ne_vít
Saint Lucia	xên_t lu_xi_a
Saint Vincent and the Grenadines	xanh vin_xen_t en dờ g_re_na_đin_x
Samoa	xa_moa
San Marino	xan ma_ri_nô
Sao Tome and Principe	xao tô_mê en p_rinh_xíp
Saudi Arabia	xau_đi a_ra_bi_a
Senegal	xê_nê_gan
Serbia	xéc_bi_a
Seychelles	xây_xen
Sierra Leone	xi_ê_ra lê_ôn
Slovakia	x_lô_va_ki_a
Slovenia	x_lô_ve_ni_a
Solomon Islands	xo_lo_mừn ai_lần_x
Somalia	xô_ma_li
South Africa	xao a_ph_ri_ca
South Korea	xao cô_rê_a
South Sudan	xao xu_đăng
Spain	x_pên
Sri Lanka	x_ri lan_ca
Sudan	xu_đăng
Suriname	xu_ri_nam
Swaziland	x_oa_di_lần
Sweden	x_uy_đừn
Switzerland	x_uýt_dơ_lần
Syria	xi_ri
Tajikistan	tát_gi_ki_x_tan
Tanzania	tan_da_ni_a
Thailand	thái_lan
Timor-Leste	ti_mo-lét_x_tê
Togo	tô_gô
Tonga	tôn_ga
Trinidad and Tobago	tri_ni_đát và tô_ba_gô
Tunisia	tuy_ni_di
Turkey	tơ_ki
Turkmenistan	tuốc_mê_ni_x_tan
Tuvalu	tu_va_lu
Uganda	u_gan_đa
Ukraine	u_cờ_rai_na
United Arab Emirates	iu_nai_tựt a_rập e_mơ_rết
United Kingdom	iu_nai_tựt kinh_đom
United States of America	iu_nai_tựt x_tết_x ợp ơ_me_ri_ca
Uruguay	u_ru_goay
Uzbekistan	u_dơ_bê_ki_x_tan
Vanuatu	va_nu_a_tu
Venezuela	vê_nê_duê_la
Vietnam	việt_nam
Yemen	y_ê_men
Zambia	dăm_bi_a
Zimbabwe	dim_ba_bu_ê
Vatican	va_ti_căng
Alma Ata	an_ma a_ta
Amman	am_man
Amsterdam	am_x_téc_đam
Ankara	an_ca_ra
Athena	a_thê_na
Athens	a_ten
Atlanta	át_lan_ta
Auckland	oóc_lan
Baltimore	ban_ti_mo
